scope,itemId,totalMcq,correctLongestCount,correctLongestPct,correctIndex,correctWordLength,longestDistractorWordLength,correctCharLength,longestDistractorCharLength,severity,result,notes,lessonId,sourceId
"item","cmpdi5a0y00elevu98ni5vpa6:independentPractice:1","1","0","0","1","6","7","40","43","INFO","PASS","Correct choice length is within threshold.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi5a0y00elevu98ni5vpa6:independentPractice:2","1","0","0","0","6","6","28","30","INFO","PASS","Correct choice length is within threshold.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi5a0y00elevu98ni5vpa6:independentPractice:4","1","1","1","0","6","6","44","31","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 42% chars.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi5a0y00elevu98ni5vpa6:exitTicket:1","1","1","1","2","7","7","52","46","INFO","PASS","Correct choice length is within threshold.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi5a0y00elevu98ni5vpa6:masteryCheck:1","1","0","0","1","6","6","41","42","INFO","PASS","Correct choice length is within threshold.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","6","3","0.5","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 50% of MCQs.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi8kps00etevu9e5xap1kx:guidedPractice:1","1","0","0","1","6","7","34","48","INFO","PASS","Correct choice length is within threshold.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi8kps00etevu9e5xap1kx:independentPractice:1","1","0","0","1","6","7","34","62","INFO","PASS","Correct choice length is within threshold.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi8kps00etevu9e5xap1kx:exitTicket:1","1","0","0","1","6","6","34","45","INFO","PASS","Correct choice length is within threshold.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdi8kps00etevu9e5xap1kx:masteryCheck:3","1","0","0","1","6","6","34","35","INFO","PASS","Correct choice length is within threshold.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","1","0","0","0","1","1","4","4","INFO","PASS","Correct choice length is within threshold.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdibiyu00f1evu9w0ber6ec:independentPractice:1","1","0","0","0","1","1","4","4","INFO","PASS","Correct choice length is within threshold.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","1","0","0","0","1","1","4","4","INFO","PASS","Correct choice length is within threshold.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","1","0","0","0","1","1","4","4","INFO","PASS","Correct choice length is within threshold.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdie6nd00fqevu9h7ooi2ft:guidedPractice:3","1","0","0","0","7","8","39","40","INFO","PASS","Correct choice length is within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdie6nd00fqevu9h7ooi2ft:independentPractice:3","1","0","0","0","4","6","27","30","INFO","PASS","Correct choice length is within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdie6nd00fqevu9h7ooi2ft:independentPractice:4","1","0","0","0","4","6","28","33","INFO","PASS","Correct choice length is within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdie6nd00fqevu9h7ooi2ft:exitTicket:2","1","1","1","0","4","4","28","26","INFO","PASS","Correct choice length is within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdie6nd00fqevu9h7ooi2ft:masteryCheck:2","1","0","0","0","3","4","22","24","INFO","PASS","Correct choice length is within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdie6nd00fqevu9h7ooi2ft:masteryCheck:3","1","0","0","0","3","3","19","24","INFO","PASS","Correct choice length is within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","6","1","0.1667","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdie6nd00fqevu9h7ooi2ft","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdii6m500g2evu9v5z7faq3:guidedPractice:1","1","0","0","0","6","6","37","40","INFO","PASS","Correct choice length is within threshold.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdii6m500g2evu9v5z7faq3:guidedPractice:3","1","0","0","1","2","2","10","10","INFO","PASS","Correct choice length is within threshold.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdii6m500g2evu9v5z7faq3:independentPractice:1","1","0","0","1","3","4","20","20","INFO","PASS","Correct choice length is within threshold.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdii6m500g2evu9v5z7faq3:independentPractice:3","1","0","0","1","2","2","10","11","INFO","PASS","Correct choice length is within threshold.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdii6m500g2evu9v5z7faq3:exitTicket:1","1","1","1","1","5","4","30","19","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 58% chars.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdii6m500g2evu9v5z7faq3:masteryCheck:1","1","0","0","1","2","2","9","12","INFO","PASS","Correct choice length is within threshold.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","6","1","0.1667","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdillv200gkevu9hbeud3qu:guidedPractice:1","1","0","0","0","6","8","38","42","INFO","PASS","Correct choice length is within threshold.","cmpdillv200gkevu9hbeud3qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdillv200gkevu9hbeud3qu:independentPractice:1","1","0","0","0","6","6","41","51","INFO","PASS","Correct choice length is within threshold.","cmpdillv200gkevu9hbeud3qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdillv200gkevu9hbeud3qu:exitTicket:1","1","1","1","0","7","9","52","50","INFO","PASS","Correct choice length is within threshold.","cmpdillv200gkevu9hbeud3qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdillv200gkevu9hbeud3qu:masteryCheck:1","1","0","0","0","5","6","30","40","INFO","PASS","Correct choice length is within threshold.","cmpdillv200gkevu9hbeud3qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","1","0.25","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdillv200gkevu9hbeud3qu","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdio0lr00gsevu959kopr04:guidedPractice:3","1","0","0","1","6","6","25","40","INFO","PASS","Correct choice length is within threshold.","cmpdio0lr00gsevu959kopr04","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdio0lr00gsevu959kopr04:independentPractice:3","1","0","0","0","6","7","29","33","INFO","PASS","Correct choice length is within threshold.","cmpdio0lr00gsevu959kopr04","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdio0lr00gsevu959kopr04:exitTicket:2","1","0","0","1","6","7","31","45","INFO","PASS","Correct choice length is within threshold.","cmpdio0lr00gsevu959kopr04","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdio0lr00gsevu959kopr04:masteryCheck:3","1","1","1","0","5","7","33","32","INFO","PASS","Correct choice length is within threshold.","cmpdio0lr00gsevu959kopr04","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","1","0.25","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdio0lr00gsevu959kopr04","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdiqj9200hkevu9wac0r2fv","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdiswsi00hwevu91ig9arf8:guidedPractice:1","1","0","0","0","7","8","46","51","INFO","PASS","Correct choice length is within threshold.","cmpdiswsi00hwevu91ig9arf8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdiswsi00hwevu91ig9arf8:independentPractice:1","1","1","1","0","5","6","37","35","INFO","PASS","Correct choice length is within threshold.","cmpdiswsi00hwevu91ig9arf8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdiswsi00hwevu91ig9arf8:exitTicket:1","1","1","1","0","5","5","31","29","INFO","PASS","Correct choice length is within threshold.","cmpdiswsi00hwevu91ig9arf8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdiswsi00hwevu91ig9arf8:masteryCheck:1","1","1","1","0","6","7","46","42","INFO","PASS","Correct choice length is within threshold.","cmpdiswsi00hwevu91ig9arf8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","3","0.75","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 75% of MCQs.","cmpdiswsi00hwevu91ig9arf8","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpditszl00i4evu9n5fh3bke:guidedPractice:1","1","0","0","0","5","6","24","32","INFO","PASS","Correct choice length is within threshold.","cmpditszl00i4evu9n5fh3bke","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpditszl00i4evu9n5fh3bke:independentPractice:1","1","0","0","1","6","7","32","38","INFO","PASS","Correct choice length is within threshold.","cmpditszl00i4evu9n5fh3bke","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpditszl00i4evu9n5fh3bke:independentPractice:4","1","1","1","0","7","5","47","29","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 62% chars.","cmpditszl00i4evu9n5fh3bke","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpditszl00i4evu9n5fh3bke:masteryCheck:1","1","0","0","0","5","6","20","35","INFO","PASS","Correct choice length is within threshold.","cmpditszl00i4evu9n5fh3bke","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","1","0.25","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpditszl00i4evu9n5fh3bke","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdix3ca00ieevu93foszdc7:guidedPractice:3","1","0","0","1","6","8","33","43","INFO","PASS","Correct choice length is within threshold.","cmpdix3ca00ieevu93foszdc7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdix3ca00ieevu93foszdc7:independentPractice:3","1","0","0","0","7","9","50","59","INFO","PASS","Correct choice length is within threshold.","cmpdix3ca00ieevu93foszdc7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdix3ca00ieevu93foszdc7:masteryCheck:3","1","1","1","1","10","9","57","57","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdix3ca00ieevu93foszdc7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","3","1","0.3333","","","","","","WARNING","PASS","Batch correct-longest rate within threshold.","cmpdix3ca00ieevu93foszdc7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:guidedPractice:1","1","0","0","1","1","1","5","5","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:guidedPractice:3","1","0","0","1","1","1","3","4","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:independentPractice:1","1","0","0","1","2","2","8","8","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:independentPractice:3","1","0","0","1","2","2","6","8","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:independentPractice:4","1","0","0","1","1","1","3","4","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:masteryCheck:1","1","0","0","0","2","2","8","8","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdixewz00imevu9suq29iqw:masteryCheck:3","1","0","0","0","1","1","5","5","INFO","PASS","Correct choice length is within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","7","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdixewz00imevu9suq29iqw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj01xo00iuevu9izx8k7y1:guidedPractice:1","1","0","0","1","1","1","6","7","INFO","PASS","Correct choice length is within threshold.","cmpdj01xo00iuevu9izx8k7y1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj01xo00iuevu9izx8k7y1:independentPractice:1","1","0","0","1","1","2","7","7","INFO","PASS","Correct choice length is within threshold.","cmpdj01xo00iuevu9izx8k7y1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj01xo00iuevu9izx8k7y1:independentPractice:4","1","0","0","1","1","1","7","7","INFO","PASS","Correct choice length is within threshold.","cmpdj01xo00iuevu9izx8k7y1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj01xo00iuevu9izx8k7y1:exitTicket:1","1","1","1","0","2","1","10","7","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 43% chars.","cmpdj01xo00iuevu9izx8k7y1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj01xo00iuevu9izx8k7y1:masteryCheck:1","1","0","0","0","1","1","3","7","INFO","PASS","Correct choice length is within threshold.","cmpdj01xo00iuevu9izx8k7y1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","5","1","0.2","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdj01xo00iuevu9izx8k7y1","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:guidedPractice:1","1","0","0","0","6","8","40","48","INFO","PASS","Correct choice length is within threshold.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:guidedPractice:3","1","1","1","1","8","7","44","37","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 19% chars.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:independentPractice:1","1","0","0","0","5","7","44","48","INFO","PASS","Correct choice length is within threshold.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:independentPractice:3","1","1","1","1","9","7","57","44","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 30% chars.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:independentPractice:4","1","0","0","3","6","7","32","44","INFO","PASS","Correct choice length is within threshold.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:exitTicket:2","1","1","1","1","7","8","48","45","INFO","PASS","Correct choice length is within threshold.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:masteryCheck:1","1","1","1","0","6","8","55","54","INFO","PASS","Correct choice length is within threshold.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj1ix500j7evu9zr5yunga:masteryCheck:3","1","1","1","1","8","9","60","47","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -1 words and 28% chars.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","8","5","0.625","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 63% of MCQs.","cmpdj1ix500j7evu9zr5yunga","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj50cw00jievu9ntghh2es:guidedPractice:1","1","1","1","0","9","7","49","39","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 26% chars.","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj50cw00jievu9ntghh2es:independentPractice:1","1","1","1","0","5","7","49","41","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -2 words and 20% chars.","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj50cw00jievu9ntghh2es:independentPractice:4","1","1","1","0","9","8","69","54","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 28% chars.","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj50cw00jievu9ntghh2es:exitTicket:1","1","1","1","0","8","9","65","53","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -1 words and 23% chars.","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj50cw00jievu9ntghh2es:masteryCheck:1","1","1","1","0","9","8","53","48","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","5","5","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","cmpdj50cw00jievu9ntghh2es","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj9vr600k4evu9dq98qlfl:guidedPractice:1","1","1","1","0","7","6","40","39","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj9vr600k4evu9dq98qlfl:independentPractice:1","1","0","0","3","8","8","48","55","INFO","PASS","Correct choice length is within threshold.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj9vr600k4evu9dq98qlfl:independentPractice:2","1","1","1","3","9","12","60","55","INFO","PASS","Correct choice length is within threshold.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj9vr600k4evu9dq98qlfl:exitTicket:1","1","0","0","0","5","6","37","43","INFO","PASS","Correct choice length is within threshold.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdj9vr600k4evu9dq98qlfl:masteryCheck:1","1","1","1","0","11","7","53","48","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 4 words and 10% chars.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","5","3","0.6","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 60% of MCQs.","cmpdj9vr600k4evu9dq98qlfl","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjez5k00kpevu91xq22rwd:guidedPractice:1","1","1","1","2","7","6","49","38","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 29% chars.","cmpdjez5k00kpevu91xq22rwd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjez5k00kpevu91xq22rwd:independentPractice:1","1","0","0","0","9","9","37","51","INFO","PASS","Correct choice length is within threshold.","cmpdjez5k00kpevu91xq22rwd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjez5k00kpevu91xq22rwd:independentPractice:4","1","0","0","0","8","9","50","60","INFO","PASS","Correct choice length is within threshold.","cmpdjez5k00kpevu91xq22rwd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjez5k00kpevu91xq22rwd:masteryCheck:1","1","1","1","0","8","8","41","39","INFO","PASS","Correct choice length is within threshold.","cmpdjez5k00kpevu91xq22rwd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","4","2","0.5","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 50% of MCQs.","cmpdjez5k00kpevu91xq22rwd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:guidedPractice:1","1","0","0","1","3","3","13","14","INFO","PASS","Correct choice length is within threshold.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:guidedPractice:3","1","1","1","0","1","1","5","4","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 25% chars.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:independentPractice:1","1","0","0","1","3","3","11","14","INFO","PASS","Correct choice length is within threshold.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:independentPractice:3","1","0","0","1","4","4","17","18","INFO","PASS","Correct choice length is within threshold.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:independentPractice:4","1","0","0","0","1","1","3","5","INFO","PASS","Correct choice length is within threshold.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:masteryCheck:1","1","1","1","1","3","3","22","16","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 38% chars.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjk9h000laevu9jego1yoz:masteryCheck:3","1","0","0","0","1","1","3","5","INFO","PASS","Correct choice length is within threshold.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"batch","batch","7","2","0.2857","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdjk9h000laevu9jego1yoz","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjkgeo00lievu9ok63uz47:guidedPractice:1","1","0","0","0","3","3","13","16","INFO","PASS","Correct choice length is within threshold.","cmpdjkgeo00lievu9ok63uz47","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"item","cmpdjkgeo00lievu9ok63uz47:independentPractice:1","1","1","1","0","3","3","14","13","INFO","PASS","Correct choice length is within threshold.","cmpdjkgeo00lievu9ok63uz47","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
