scope,itemId,totalMcq,correctLongestCount,correctLongestPct,correctIndex,correctWordLength,longestDistractorWordLength,correctCharLength,longestDistractorCharLength,severity,result,notes,lessonId,sourceId
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","ded16ab08a23dc9a","archive-readable-v2-samples"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","1bb97100669bfab1","archive-readable-v2-samples"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","36c9beda0ceb59c5","archive-readable-v2-samples"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","ef09174d99e615f9","archive-readable-v2-samples"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","33e15019de7f5340","archive-readable-v2-samples"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","852f9e9d0f426ef9","archive-readable-v2-samples"
"item","b3800e9455ad83e5:guidedPractice:1","1","0","0","0","2","3","12","23","INFO","PASS","Correct choice length is within threshold.","b3800e9455ad83e5","archive-token-budget-json-samples"
"item","b3800e9455ad83e5:independentPractice:1","1","0","0","0","2","3","12","23","INFO","PASS","Correct choice length is within threshold.","b3800e9455ad83e5","archive-token-budget-json-samples"
"item","b3800e9455ad83e5:exitTicket:1","1","0","0","0","2","3","12","23","INFO","PASS","Correct choice length is within threshold.","b3800e9455ad83e5","archive-token-budget-json-samples"
"item","b3800e9455ad83e5:masteryCheck:1","1","0","0","0","2","3","12","23","INFO","PASS","Correct choice length is within threshold.","b3800e9455ad83e5","archive-token-budget-json-samples"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","b3800e9455ad83e5","archive-token-budget-json-samples"
"item","2e499bbebc952fb5:guidedPractice:1","1","1","1","0","6","4","45","27","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 67% chars.","2e499bbebc952fb5","archive-token-budget-json-samples"
"item","2e499bbebc952fb5:independentPractice:1","1","1","1","0","7","5","53","36","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 47% chars.","2e499bbebc952fb5","archive-token-budget-json-samples"
"item","2e499bbebc952fb5:independentPractice:4","1","1","1","0","11","10","65","64","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","2e499bbebc952fb5","archive-token-budget-json-samples"
"item","2e499bbebc952fb5:exitTicket:1","1","1","1","0","6","4","45","27","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 67% chars.","2e499bbebc952fb5","archive-token-budget-json-samples"
"item","2e499bbebc952fb5:masteryCheck:1","1","1","1","0","7","5","53","36","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 47% chars.","2e499bbebc952fb5","archive-token-budget-json-samples"
"item","2e499bbebc952fb5:masteryCheck:3","1","1","1","0","11","10","65","64","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","2e499bbebc952fb5","archive-token-budget-json-samples"
"batch","batch","6","6","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","2e499bbebc952fb5","archive-token-budget-json-samples"
"item","9002456ac29624c0:guidedPractice:2","1","1","1","2","9","11","85","65","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -2 words and 31% chars.","9002456ac29624c0","archive-token-budget-json-samples"
"item","9002456ac29624c0:independentPractice:2","1","1","1","2","11","12","101","75","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by -1 words and 35% chars.","9002456ac29624c0","archive-token-budget-json-samples"
"item","9002456ac29624c0:exitTicket:2","1","1","1","2","10","9","85","62","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 37% chars.","9002456ac29624c0","archive-token-budget-json-samples"
"item","9002456ac29624c0:masteryCheck:2","1","1","1","2","19","9","131","63","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 10 words and 108% chars.","9002456ac29624c0","archive-token-budget-json-samples"
"batch","batch","4","4","1","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 100% of MCQs.","9002456ac29624c0","archive-token-budget-json-samples"
"batch","batch","0","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","0a92041488234812","archive-token-budget-json-samples"
"item","0e8575d500914ce7:independentPractice:4","1","0","0","0","4","5","26","32","INFO","PASS","Correct choice length is within threshold.","0e8575d500914ce7","archive-token-budget-json-samples"
"item","0e8575d500914ce7:exitTicket:1","1","1","1","0","5","5","38","34","INFO","PASS","Correct choice length is within threshold.","0e8575d500914ce7","archive-token-budget-json-samples"
"item","0e8575d500914ce7:masteryCheck:1","1","0","0","0","4","6","34","35","INFO","PASS","Correct choice length is within threshold.","0e8575d500914ce7","archive-token-budget-json-samples"
"batch","batch","3","1","0.3333","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","0e8575d500914ce7","archive-token-budget-json-samples"
"item","cmpdfkjg10007evu9n99td6m5:guidedPractice:1","1","0","0","0","1","1","5","9","INFO","PASS","Correct choice length is within threshold.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfkjg10007evu9n99td6m5:independentPractice:1","1","0","0","2","1","1","5","9","INFO","PASS","Correct choice length is within threshold.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfkjg10007evu9n99td6m5:independentPractice:3","1","0","0","1","1","1","7","12","INFO","PASS","Correct choice length is within threshold.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfkjg10007evu9n99td6m5:exitTicket:1","1","0","0","0","1","1","2","9","INFO","PASS","Correct choice length is within threshold.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfkjg10007evu9n99td6m5:masteryCheck:1","1","0","0","1","1","1","4","9","INFO","PASS","Correct choice length is within threshold.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","5","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdfkjg10007evu9n99td6m5","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfllov000fevu97xukjt9t:guidedPractice:2","1","0","0","0","1","1","1","1","INFO","PASS","Correct choice length is within threshold.","cmpdfllov000fevu97xukjt9t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfllov000fevu97xukjt9t:independentPractice:2","1","0","0","0","1","1","1","1","INFO","PASS","Correct choice length is within threshold.","cmpdfllov000fevu97xukjt9t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfllov000fevu97xukjt9t:exitTicket:1","1","0","0","0","1","1","1","1","INFO","PASS","Correct choice length is within threshold.","cmpdfllov000fevu97xukjt9t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfllov000fevu97xukjt9t:masteryCheck:2","1","0","0","0","1","1","1","1","INFO","PASS","Correct choice length is within threshold.","cmpdfllov000fevu97xukjt9t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdfllov000fevu97xukjt9t","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfmzxq000sevu9v6rfh6gf:guidedPractice:1","1","0","0","1","1","1","3","3","INFO","PASS","Correct choice length is within threshold.","cmpdfmzxq000sevu9v6rfh6gf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfmzxq000sevu9v6rfh6gf:independentPractice:1","1","0","0","1","1","1","3","3","INFO","PASS","Correct choice length is within threshold.","cmpdfmzxq000sevu9v6rfh6gf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfmzxq000sevu9v6rfh6gf:exitTicket:1","1","0","0","1","1","1","3","3","INFO","PASS","Correct choice length is within threshold.","cmpdfmzxq000sevu9v6rfh6gf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfmzxq000sevu9v6rfh6gf:masteryCheck:1","1","0","0","1","1","1","3","3","INFO","PASS","Correct choice length is within threshold.","cmpdfmzxq000sevu9v6rfh6gf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdfmzxq000sevu9v6rfh6gf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfsse80023evu9p3ru6hyw:guidedPractice:1","1","1","1","1","8","4","55","27","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 4 words and 104% chars.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfsse80023evu9p3ru6hyw:guidedPractice:2","1","1","1","0","12","9","73","53","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 3 words and 38% chars.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfsse80023evu9p3ru6hyw:independentPractice:1","1","1","1","1","9","7","50","37","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 35% chars.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfsse80023evu9p3ru6hyw:independentPractice:2","1","1","1","2","8","6","44","43","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 2% chars.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfsse80023evu9p3ru6hyw:exitTicket:1","1","1","1","0","12","7","79","43","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 5 words and 84% chars.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfsse80023evu9p3ru6hyw:masteryCheck:1","1","0","0","0","9","9","54","54","INFO","PASS","Correct choice length is within threshold.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","5","0.8333","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 83% of MCQs.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfvzjb002gevu9myf1nvdt:guidedPractice:1","1","1","1","0","5","6","35","31","INFO","PASS","Correct choice length is within threshold.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfvzjb002gevu9myf1nvdt:independentPractice:1","1","0","0","0","6","7","31","38","INFO","PASS","Correct choice length is within threshold.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfvzjb002gevu9myf1nvdt:independentPractice:3","1","0","0","0","4","4","18","21","INFO","PASS","Correct choice length is within threshold.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfvzjb002gevu9myf1nvdt:independentPractice:4","1","1","1","0","7","6","43","30","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 43% chars.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfvzjb002gevu9myf1nvdt:exitTicket:1","1","1","1","0","10","8","49","51","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and -4% chars.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfvzjb002gevu9myf1nvdt:masteryCheck:2","1","1","1","1","7","5","34","29","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 2 words and 17% chars.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","4","0.6667","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 67% of MCQs.","cmpdfvzjb002gevu9myf1nvdt","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfxnn7002tevu993vrd9h7:guidedPractice:1","1","0","0","0","8","9","44","61","INFO","PASS","Correct choice length is within threshold.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfxnn7002tevu993vrd9h7:independentPractice:1","1","1","1","0","7","7","43","37","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 16% chars.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfxnn7002tevu993vrd9h7:independentPractice:3","1","0","0","0","4","5","18","28","INFO","PASS","Correct choice length is within threshold.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfxnn7002tevu993vrd9h7:exitTicket:1","1","0","0","0","6","7","38","43","INFO","PASS","Correct choice length is within threshold.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfxnn7002tevu993vrd9h7:masteryCheck:1","1","1","1","0","10","10","62","48","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 29% chars.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdfxnn7002tevu993vrd9h7:masteryCheck:3","1","0","0","1","4","4","20","29","INFO","PASS","Correct choice length is within threshold.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","2","0.3333","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdfxnn7002tevu993vrd9h7","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg13nn0036evu9quxzpq9a:guidedPractice:1","1","1","1","1","5","4","28","23","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 1 words and 22% chars.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg13nn0036evu9quxzpq9a:guidedPractice:3","1","0","0","2","6","7","35","41","INFO","PASS","Correct choice length is within threshold.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg13nn0036evu9quxzpq9a:independentPractice:1","1","1","1","2","7","6","33","32","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg13nn0036evu9quxzpq9a:independentPractice:3","1","1","1","1","4","4","26","23","INFO","PASS","Correct choice length is within threshold.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg13nn0036evu9quxzpq9a:exitTicket:1","1","0","0","1","3","4","17","23","INFO","PASS","Correct choice length is within threshold.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg13nn0036evu9quxzpq9a:masteryCheck:1","1","0","0","1","4","5","30","30","INFO","PASS","Correct choice length is within threshold.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","3","0.5","","","","","","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest in 50% of MCQs.","cmpdg13nn0036evu9quxzpq9a","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg1f67003eevu9q8cyr7oa:guidedPractice:1","1","0","0","0","2","7","9","47","INFO","PASS","Correct choice length is within threshold.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg1f67003eevu9q8cyr7oa:guidedPractice:2","1","0","0","1","9","10","48","50","INFO","PASS","Correct choice length is within threshold.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg1f67003eevu9q8cyr7oa:independentPractice:1","1","0","0","0","2","7","9","64","INFO","PASS","Correct choice length is within threshold.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg1f67003eevu9q8cyr7oa:masteryCheck:1","1","0","0","0","2","7","9","52","INFO","PASS","Correct choice length is within threshold.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdg1f67003eevu9q8cyr7oa","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg5iim003wevu9kuk3b0bf:guidedPractice:1","1","0","0","0","3","3","13","15","INFO","PASS","Correct choice length is within threshold.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg5iim003wevu9kuk3b0bf:guidedPractice:3","1","0","0","0","2","3","12","20","INFO","PASS","Correct choice length is within threshold.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg5iim003wevu9kuk3b0bf:independentPractice:1","1","0","0","0","3","3","14","15","INFO","PASS","Correct choice length is within threshold.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg5iim003wevu9kuk3b0bf:independentPractice:3","1","1","1","0","3","2","11","11","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg5iim003wevu9kuk3b0bf:exitTicket:1","1","1","1","0","3","2","12","12","WARNING","PASS","PSSA_MCQ_CORRECT_IS_LONGEST warning: correct choice is single longest by 1 word.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg5iim003wevu9kuk3b0bf:masteryCheck:1","1","0","0","0","2","3","12","12","INFO","PASS","Correct choice length is within threshold.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","2","0.3333","","","","","","WARNING","PASS","Batch correct-longest rate within threshold.","cmpdg5iim003wevu9kuk3b0bf","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg77dl0048evu9yx51bo8o:guidedPractice:1","1","1","1","0","2","2","16","13","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 23% chars.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg77dl0048evu9yx51bo8o:independentPractice:1","1","0","0","0","3","7","20","54","INFO","PASS","Correct choice length is within threshold.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg77dl0048evu9yx51bo8o:exitTicket:1","1","0","0","0","3","8","25","63","INFO","PASS","Correct choice length is within threshold.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg77dl0048evu9yx51bo8o:masteryCheck:1","1","0","0","0","3","7","22","68","INFO","PASS","Correct choice length is within threshold.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","4","1","0.25","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdg77dl0048evu9yx51bo8o","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:guidedPractice:1","1","1","1","0","1","1","6","5","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 20% chars.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:guidedPractice:2","1","0","0","0","1","1","3","4","INFO","PASS","Correct choice length is within threshold.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:independentPractice:1","1","0","0","1","1","1","4","5","INFO","PASS","Correct choice length is within threshold.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:independentPractice:2","1","0","0","0","1","1","4","6","INFO","PASS","Correct choice length is within threshold.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:independentPractice:4","1","0","0","1","1","1","5","5","INFO","PASS","Correct choice length is within threshold.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:masteryCheck:1","1","1","1","1","1","1","10","7","BLOCKER","FAIL","PSSA_MCQ_CORRECT_IS_LONGEST: correct choice is longest by 0 words and 43% chars.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdg94wd004levu9htte4cct:masteryCheck:2","1","0","0","0","1","1","6","7","INFO","PASS","Correct choice length is within threshold.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","7","2","0.2857","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdg94wd004levu9htte4cct","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdggth4005oevu9zrifadqq:guidedPractice:1","1","0","0","0","1","7","5","47","INFO","PASS","Correct choice length is within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdggth4005oevu9zrifadqq:guidedPractice:3","1","0","0","0","1","1","10","11","INFO","PASS","Correct choice length is within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdggth4005oevu9zrifadqq:independentPractice:1","1","0","0","0","1","5","11","34","INFO","PASS","Correct choice length is within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdggth4005oevu9zrifadqq:independentPractice:3","1","0","0","0","1","1","5","11","INFO","PASS","Correct choice length is within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdggth4005oevu9zrifadqq:masteryCheck:1","1","0","0","0","1","1","8","11","INFO","PASS","Correct choice length is within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdggth4005oevu9zrifadqq:masteryCheck:3","1","0","0","0","1","1","8","11","INFO","PASS","Correct choice length is within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","6","0","0","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdggth4005oevu9zrifadqq","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgj3z00061evu9osxvuo1u:guidedPractice:1","1","0","0","0","6","10","26","43","INFO","PASS","Correct choice length is within threshold.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgj3z00061evu9osxvuo1u:independentPractice:1","1","1","1","3","5","6","30","27","INFO","PASS","Correct choice length is within threshold.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgj3z00061evu9osxvuo1u:independentPractice:4","1","0","0","1","4","5","26","30","INFO","PASS","Correct choice length is within threshold.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgj3z00061evu9osxvuo1u:exitTicket:1","1","0","0","2","3","3","17","17","INFO","PASS","Correct choice length is within threshold.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgj3z00061evu9osxvuo1u:masteryCheck:1","1","0","0","3","6","7","30","39","INFO","PASS","Correct choice length is within threshold.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"batch","batch","5","1","0.2","","","","","","INFO","PASS","Batch correct-longest rate within threshold.","cmpdgj3z00061evu9osxvuo1u","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
"item","cmpdgkud3006eevu9jb8e6dht:guidedPractice:1","1","0","0","1","3","3","14","21","INFO","PASS","Correct choice length is within threshold.","cmpdgkud3006eevu9jb8e6dht","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_2026-05-30"
