itemId,passageId,gradeLevel,eligibleContent,ruleId,result,severity,evidence,failedChoiceIndices,notes
pssa_item_g8_reading_14,pssa_psg_g8_the_mural_plan,8,E08.B-C.2.1.2,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_15,pssa_psg_g8_the_cart_that_would_not_turn,8,E08.B-C.2.1.3,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_16,pssa_psg_g8_creek_watchers,8,E08.B-C.3.1.1,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_17,pssa_psg_g8_the_map_in_the_station,8,E08.B-C.3.1.2,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_18,pssa_psg_g8_a_cooler_lunch_line,8,E08.B-V.4.1.1,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_19,pssa_psg_g8_the_mural_plan,8,E08.B-V.4.1.2,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_20,pssa_psg_g8_the_cart_that_would_not_turn,8,E08.A-K.1.1.1,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_21,pssa_psg_g8_creek_watchers,8,E08.A-K.1.1.2,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_22,pssa_psg_g8_the_map_in_the_station,8,E08.A-K.1.1.3,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_23,pssa_psg_g8_a_cooler_lunch_line,8,E08.A-C.2.1.1,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_24,pssa_psg_g8_the_mural_plan,8,E08.A-C.2.1.2,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
pssa_item_g8_reading_25,pssa_psg_g8_the_cart_that_would_not_turn,8,E08.A-C.2.1.3,PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED,FAIL,BLOCKER,structuredChoicesJson missing or length mismatch,0|1|2|3,Structured choices with rationale and evidenceLinks are required for passage-linked reading MCQs.
