subject,gradeLevel,reportingCategory,reportingCategoryTitle,assessmentAnchor,assessmentAnchorTitle,anchorDescriptor,anchorDescriptorText,eligibleContent,eligibleContentText,dokCeiling,paCoreStandardCodes,primaryPaCoreStandardCode,mappingGranularity,mappingConfidence,sourceDocument,sourceVersionYear,sourceUpdatedYear,sourceAnomalyJson
ELA,6,B,Informational Text,E06.B-K.1,Key Ideas and Details,E06.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E06.B-K.1.1.2,Determine a central idea of a text and how it is conveyed through relevant details; provide a summary of the text distinct from personal opinions or judgments.,,CC.1.2.6.A|CC.1.2.6.B|CC.1.2.6.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-K.1,Key Ideas and Details,E06.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E06.B-K.1.1.3,"Analyze in detail how a key individual, event, or idea is introduced, illustrated, or elaborated in a text (e.g., through examples, anecdotes, or sequence of steps).",,CC.1.2.6.A|CC.1.2.6.B|CC.1.2.6.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-C.2,Craft and Structure,E06.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E06.B-C.2.1.1,Determine an author's point of view or purpose in a text and explain how it is conveyed in the text.,,CC.1.2.6.D|CC.1.2.6.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-C.2,Craft and Structure,E06.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E06.B-C.2.1.2,"Analyze how a particular sentence, paragraph, chapter, section, or text feature fits into the overall structure of a text and contributes to the development of the ideas.",,CC.1.2.6.D|CC.1.2.6.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-C.2,Craft and Structure,E06.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E06.B-C.2.1.3,"Determine how the author uses the meaning of words or phrases, including figurative, connotative, or technical meanings, in a text.",,CC.1.2.6.D|CC.1.2.6.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-C.3,Integration of Knowledge and Ideas,E06.B-C.3.1,Demonstrate understanding of connections within and/or among informational texts.,E06.B-C.3.1.1,"Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not (e.g., fact/opinion, bias).",,CC.1.2.6.H|CC.1.2.6.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-C.3,Integration of Knowledge and Ideas,E06.B-C.3.1,Demonstrate understanding of connections within and/or among informational texts.,E06.B-C.3.1.2,"Compare and contrast one author's presentation of events with that of another (e.g., a memoir written by and a biography on the same person).",,CC.1.2.6.H|CC.1.2.6.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-V.4,Vocabulary Acquisition and Use,E06.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E06.B-V.4.1.1,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies (context clues; common Greek or Latin affixes and roots; technical words).",,CC.1.2.6.F|CC.1.2.6.J|CC.1.2.6.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,B,Informational Text,E06.B-V.4,Vocabulary Acquisition and Use,E06.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E06.B-V.4.1.2,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings (simile, metaphor, personification, hyperbole; word relationships; connotations vs. denotations).",,CC.1.2.6.F|CC.1.2.6.J|CC.1.2.6.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.1,"Ensure that pronouns are in the proper case (i.e., subjective, objective, and possessive).",,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.2,"Use intensive pronouns (e.g., myself, ourselves).",,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.3,Recognize and correct inappropriate shifts in pronoun number and person.,,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.4,"Recognize and correct vague pronouns (i.e., ones with unclear or ambiguous antecedents).",,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.5,Recognize and correct inappropriate shifts in verb tense.,,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.6,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-on sentences.",,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.7,"Correctly use frequently confused words (e.g., to, too, two; there, their, they're).",,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E06.D.1.1.8,Ensure subject-verb and pronoun-antecedent agreement.,,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E06.D.1.2.1,"Use punctuation (e.g., commas, parentheses, dashes) to set off nonrestrictive/parenthetical elements.",,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E06.D.1.2.2,Spell correctly.,,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.1,Conventions of Standard English,E06.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E06.D.1.2.3,Use punctuation to separate items in a series.,,CC.1.4.6.F|CC.1.4.6.L|CC.1.4.6.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.2,Knowledge of Language,E06.D.2.1,Use knowledge of language and its conventions.,E06.D.2.1.1,"Vary sentence patterns for meaning, reader/listener interest, and style.",,CC.1.4.6.E|CC.1.4.6.K|CC.1.4.6.Q|CC.1.4.6.U,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.2,Knowledge of Language,E06.D.2.1,Use knowledge of language and its conventions.,E06.D.2.1.2,Maintain consistency in style and tone.,,CC.1.4.6.E|CC.1.4.6.K|CC.1.4.6.Q|CC.1.4.6.U,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.2,Knowledge of Language,E06.D.2.1,Use knowledge of language and its conventions.,E06.D.2.1.3,Choose words and phrases to convey ideas precisely.,,CC.1.4.6.E|CC.1.4.6.K|CC.1.4.6.Q|CC.1.4.6.U,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.2,Knowledge of Language,E06.D.2.1,Use knowledge of language and its conventions.,E06.D.2.1.4,Choose punctuation for effect.,,CC.1.4.6.E|CC.1.4.6.K|CC.1.4.6.Q|CC.1.4.6.U,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,D,Conventions of Standard English,E06.D.2,Knowledge of Language,E06.D.2.1,Use knowledge of language and its conventions.,E06.D.2.1.5,Choose words and phrases for effect.,,CC.1.4.6.E|CC.1.4.6.K|CC.1.4.6.Q|CC.1.4.6.U,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,E,Text-Dependent Analysis,E06.E.1,Evidence-Based Analysis of Text,E06.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E06.E.1.1.1,"Introduce text(s) for the intended audience, state an opinion and/or topic, establish a situation, and create an organizational structure in which ideas are logically grouped to support the writer's purpose.",,CC.1.4.6.B|CC.1.4.6.C|CC.1.4.6.D|CC.1.4.6.E|CC.1.4.6.F|CC.1.4.6.H|CC.1.4.6.I|CC.1.4.6.J|CC.1.4.6.K|CC.1.4.6.L|CC.1.4.6.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,E,Text-Dependent Analysis,E06.E.1,Evidence-Based Analysis of Text,E06.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E06.E.1.1.2,"Develop the analysis using relevant evidence from text(s) to support claims, opinions, ideas, and inferences and demonstrating an understanding of the text(s).",,CC.1.4.6.B|CC.1.4.6.C|CC.1.4.6.D|CC.1.4.6.E|CC.1.4.6.F|CC.1.4.6.H|CC.1.4.6.I|CC.1.4.6.J|CC.1.4.6.K|CC.1.4.6.L|CC.1.4.6.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,E,Text-Dependent Analysis,E06.E.1,Evidence-Based Analysis of Text,E06.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E06.E.1.1.3,Use appropriate transitions to clarify the relationships among ideas and concepts.,,CC.1.4.6.B|CC.1.4.6.C|CC.1.4.6.D|CC.1.4.6.E|CC.1.4.6.F|CC.1.4.6.H|CC.1.4.6.I|CC.1.4.6.J|CC.1.4.6.K|CC.1.4.6.L|CC.1.4.6.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,E,Text-Dependent Analysis,E06.E.1,Evidence-Based Analysis of Text,E06.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E06.E.1.1.4,Use precise language and domain-specific vocabulary to inform about or explain the topic and/or convey the experience and events.,,CC.1.4.6.B|CC.1.4.6.C|CC.1.4.6.D|CC.1.4.6.E|CC.1.4.6.F|CC.1.4.6.H|CC.1.4.6.I|CC.1.4.6.J|CC.1.4.6.K|CC.1.4.6.L|CC.1.4.6.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,E,Text-Dependent Analysis,E06.E.1,Evidence-Based Analysis of Text,E06.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E06.E.1.1.5,Establish and maintain a formal style.,,CC.1.4.6.B|CC.1.4.6.C|CC.1.4.6.D|CC.1.4.6.E|CC.1.4.6.F|CC.1.4.6.H|CC.1.4.6.I|CC.1.4.6.J|CC.1.4.6.K|CC.1.4.6.L|CC.1.4.6.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,6,E,Text-Dependent Analysis,E06.E.1,Evidence-Based Analysis of Text,E06.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E06.E.1.1.6,Provide a concluding section that follows from the analysis presented.,,CC.1.4.6.B|CC.1.4.6.C|CC.1.4.6.D|CC.1.4.6.E|CC.1.4.6.F|CC.1.4.6.H|CC.1.4.6.I|CC.1.4.6.J|CC.1.4.6.K|CC.1.4.6.L|CC.1.4.6.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 6 ELA Assessment Anchors and Eligible Content,2014,2017,
