subject,gradeLevel,reportingCategory,reportingCategoryTitle,assessmentAnchor,assessmentAnchorTitle,anchorDescriptor,anchorDescriptorText,eligibleContent,eligibleContentText,dokCeiling,paCoreStandardCodes,primaryPaCoreStandardCode,mappingGranularity,mappingConfidence,sourceDocument,sourceVersionYear,sourceUpdatedYear,sourceAnomalyJson
ELA,3,B,Informational Text,E03.B-C.2,Craft and Structure,E03.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E03.B-C.2.1.1,Explain the point of view from which a text is written.,,CC.1.2.3.D|CC.1.2.3.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,B,Informational Text,E03.B-C.2,Craft and Structure,E03.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E03.B-C.2.1.2,"Use text features (e.g., headings, graphics, charts) and search tools (e.g., key words, sidebars, hyperlinks) to efficiently locate information relevant to a given topic.",,CC.1.2.3.D|CC.1.2.3.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,B,Informational Text,E03.B-C.3,Integration of Knowledge and Ideas,E03.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E03.B-C.3.1.1,"Describe the logical connection between particular sentences and paragraphs to support specific points in a text (e.g., comparison, cause/effect, first/second/third in a sequence).",,CC.1.2.3.G|CC.1.2.3.H|CC.1.2.3.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,B,Informational Text,E03.B-C.3,Integration of Knowledge and Ideas,E03.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E03.B-C.3.1.2,Compare and contrast the most important points and key details presented in two texts on the same topic.,,CC.1.2.3.G|CC.1.2.3.H|CC.1.2.3.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,B,Informational Text,E03.B-C.3,Integration of Knowledge and Ideas,E03.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E03.B-C.3.1.3,"Use information gained from illustrations, maps, photographs, and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur).",,CC.1.2.3.G|CC.1.2.3.H|CC.1.2.3.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,B,Informational Text,E03.B-V.4,Vocabulary Acquisition and Use,E03.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E03.B-V.4.1.1,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies (context clues, affixes, academic/domain words, root words).",,CC.1.2.3.F|CC.1.2.3.J|CC.1.2.3.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,B,Informational Text,E03.B-V.4,Vocabulary Acquisition and Use,E03.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E03.B-V.4.1.2,Demonstrate understanding of word relationships and nuances in word meanings (literal vs. nonliteral meaning; shades of meaning among related words).,,CC.1.2.3.F|CC.1.2.3.J|CC.1.2.3.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.1,"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences.",,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.2,Form and use regular and irregular plural nouns.,,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.3,"Use abstract nouns (e.g., childhood).",,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.4,Form and use regular and irregular verbs.,,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.5,"Form and use the simple verb tenses (e.g., I walked; I walk; I will walk).",,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.6,Ensure subject-verb and pronoun-antecedent agreement.,,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.7,"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified.",,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.8,Use coordinating and subordinating conjunctions.,,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E03.D.1.1.9,"Produce simple, compound, and complex sentences.",,CC.1.4.3.F|CC.1.4.3.K|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E03.D.1.2.1,Capitalize appropriate words in titles.,,CC.1.4.3.F|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E03.D.1.2.2,Use commas in addresses.,,CC.1.4.3.F|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E03.D.1.2.3,Use commas and quotation marks in dialogue.,,CC.1.4.3.F|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E03.D.1.2.4,Form and use possessives.,,CC.1.4.3.F|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E03.D.1.2.5,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",,CC.1.4.3.F|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.1,Conventions of Standard English,E03.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E03.D.1.2.6,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",,CC.1.4.3.F|CC.1.4.3.L|CC.1.4.3.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,3,D,Conventions of Standard English,E03.D.2,Knowledge of Language,E03.D.2.1,Use knowledge of language and its conventions.,E03.D.2.1.1,Choose words and phrases for effect.,,CC.1.4.3.E|CC.1.4.3.K|CC.1.4.3.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 3 ELA Assessment Anchors and Eligible Content,2014,2017,
