subject,gradeLevel,reportingCategory,reportingCategoryTitle,assessmentAnchor,assessmentAnchorTitle,anchorDescriptor,anchorDescriptorText,eligibleContent,eligibleContentText,dokCeiling,paCoreStandardCodes,primaryPaCoreStandardCode,mappingGranularity,mappingConfidence,sourceDocument,sourceVersionYear,sourceUpdatedYear,sourceAnomalyJson
ELA,4,B,Informational Text,E04.B-C.3,Integration of Knowledge and Ideas,E04.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E04.B-C.3.1.2,Integrate information from two texts on the same topic in order to demonstrate subject knowledge.,,CC.1.2.4.G|CC.1.2.4.H|CC.1.2.4.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,B,Informational Text,E04.B-C.3,Integration of Knowledge and Ideas,E04.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E04.B-C.3.1.3,"Interpret text features (e.g., headings, graphics, charts, timelines, diagrams) and/or make connections between text and the content of text features.",,CC.1.2.4.G|CC.1.2.4.H|CC.1.2.4.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,B,Informational Text,E04.B-V.4,Vocabulary Acquisition and Use,E04.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E04.B-V.4.1.1,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies (context clues, Greek and Latin affixes and roots, academic/domain words).",,CC.1.2.4.F|CC.1.2.4.J|CC.1.2.4.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,B,Informational Text,E04.B-V.4,Vocabulary Acquisition and Use,E04.B-V.4.1,Demonstrate understanding of vocabulary and figurative language in informational texts.,E04.B-V.4.1.2,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings (similes and metaphors; idioms, adages, and proverbs; antonyms and synonyms).",,CC.1.2.4.F|CC.1.2.4.J|CC.1.2.4.K,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.1,"Use relative pronouns (e.g., who, whose, whom, which, that) and relative adverbs (e.g., where, when, why).",,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.2,"Form and use the progressive verb tenses (e.g., I was walking, I am walking, I will be walking).",,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.3,"Use modal auxiliaries (e.g., can, may, must) to convey various conditions.",,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.4,"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag).",,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.5,Form and use prepositional phrases.,,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.6,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-on sentences.",,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.7,"Correctly use frequently confused words (e.g., to, too, two; there, their, they're).",,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.1,Demonstrate command of the conventions of standard English grammar and usage.,E04.D.1.1.8,Ensure subject-verb and pronoun-antecedent agreement.,,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E04.D.1.2.1,Use correct capitalization.,,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E04.D.1.2.2,Use commas and quotation marks to mark direct speech and quotations from a text.,,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E04.D.1.2.3,Use a comma before a coordinating conjunction in a compound sentence.,,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.1,Conventions of Standard English,E04.D.1.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling.",E04.D.1.2.4,Spell grade-appropriate words correctly.,,CC.1.4.4.F|CC.1.4.4.L|CC.1.4.4.R,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.2,Knowledge of Language,E04.D.2.1,Use knowledge of language and its conventions.,E04.D.2.1.1,Choose words and phrases to convey ideas precisely.,,CC.1.4.4.E|CC.1.4.4.K|CC.1.4.4.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.2,Knowledge of Language,E04.D.2.1,Use knowledge of language and its conventions.,E04.D.2.1.2,Choose punctuation for effect.,,CC.1.4.4.E|CC.1.4.4.K|CC.1.4.4.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,D,Conventions of Standard English,E04.D.2,Knowledge of Language,E04.D.2.1,Use knowledge of language and its conventions.,E04.D.2.1.3,Choose words and phrases for effect.,,CC.1.4.4.E|CC.1.4.4.K|CC.1.4.4.Q,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,E,Text-Dependent Analysis,E04.E.1,Evidence-Based Analysis of Text,E04.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E04.E.1.1.1,"Introduce text(s) for the intended audience, state an opinion and/or topic, establish a situation, and create an organizational structure in which related ideas are logically grouped to support the writer's purpose.",,CC.1.4.4.B|CC.1.4.4.C|CC.1.4.4.D|CC.1.4.4.E|CC.1.4.4.F|CC.1.4.4.H|CC.1.4.4.I|CC.1.4.4.J|CC.1.4.4.K|CC.1.4.4.L|CC.1.4.4.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,E,Text-Dependent Analysis,E04.E.1,Evidence-Based Analysis of Text,E04.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E04.E.1.1.2,"Develop the analysis using a variety of evidence from text(s) to support claims, opinions, ideas, and inferences.",,CC.1.4.4.B|CC.1.4.4.C|CC.1.4.4.D|CC.1.4.4.E|CC.1.4.4.F|CC.1.4.4.H|CC.1.4.4.I|CC.1.4.4.J|CC.1.4.4.K|CC.1.4.4.L|CC.1.4.4.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,E,Text-Dependent Analysis,E04.E.1,Evidence-Based Analysis of Text,E04.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E04.E.1.1.3,"Link ideas within categories of information using words and phrases (e.g., another, for example, also, because).",,CC.1.4.4.B|CC.1.4.4.C|CC.1.4.4.D|CC.1.4.4.E|CC.1.4.4.F|CC.1.4.4.H|CC.1.4.4.I|CC.1.4.4.J|CC.1.4.4.K|CC.1.4.4.L|CC.1.4.4.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,E,Text-Dependent Analysis,E04.E.1,Evidence-Based Analysis of Text,E04.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E04.E.1.1.4,Use precise language and domain-specific vocabulary to inform about or explain the topic and/or convey the experience and events.,,CC.1.4.4.B|CC.1.4.4.C|CC.1.4.4.D|CC.1.4.4.E|CC.1.4.4.F|CC.1.4.4.H|CC.1.4.4.I|CC.1.4.4.J|CC.1.4.4.K|CC.1.4.4.L|CC.1.4.4.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,4,E,Text-Dependent Analysis,E04.E.1,Evidence-Based Analysis of Text,E04.E.1.1,"Draw evidence from literary or informational texts to support analysis, reflection, and/or research.",E04.E.1.1.5,Provide a concluding statement or section related to the analysis presented.,,CC.1.4.4.B|CC.1.4.4.C|CC.1.4.4.D|CC.1.4.4.E|CC.1.4.4.F|CC.1.4.4.H|CC.1.4.4.I|CC.1.4.4.J|CC.1.4.4.K|CC.1.4.4.L|CC.1.4.4.S,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 4 ELA Assessment Anchors and Eligible Content,2014,2017,
