subject,gradeLevel,reportingCategory,reportingCategoryTitle,assessmentAnchor,assessmentAnchorTitle,anchorDescriptor,anchorDescriptorText,eligibleContent,eligibleContentText,dokCeiling,paCoreStandardCodes,primaryPaCoreStandardCode,mappingGranularity,mappingConfidence,sourceDocument,sourceVersionYear,sourceUpdatedYear,sourceAnomalyJson
ELA,5,A,Literature Text,E05.A-K.1,Key Ideas and Details,E05.A-K.1.1,Demonstrate understanding of key ideas and details in literature.,E05.A-K.1.1.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences and/or making generalizations from the text.,,CC.1.3.5.A|CC.1.3.5.B|CC.1.3.5.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,A,Literature Text,E05.A-K.1,Key Ideas and Details,E05.A-K.1.1,Demonstrate understanding of key ideas and details in literature.,E05.A-K.1.1.2,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",,CC.1.3.5.A|CC.1.3.5.B|CC.1.3.5.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,A,Literature Text,E05.A-K.1,Key Ideas and Details,E05.A-K.1.1,Demonstrate understanding of key ideas and details in literature.,E05.A-K.1.1.3,"Compare and contrast two or more characters, settings, or events in a story, drama, or poem, drawing on specific details in the text (e.g., how characters interact).",,CC.1.3.5.A|CC.1.3.5.B|CC.1.3.5.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,A,Literature Text,E05.A-C.2,Craft and Structure,E05.A-C.2.1,Demonstrate understanding of craft and structure in literature.,E05.A-C.2.1.1,Describe how a narrator's or speaker's point of view influences how events are described; describe an author's purpose and explain how it is conveyed in the text.,,CC.1.3.5.D,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,A,Literature Text,E05.A-C.3,Integration of Knowledge and Ideas,E05.A-C.3.1,"Demonstrate understanding of connections within, between, and/or among texts.",E05.A-C.3.1.1,Compare and contrast stories in the same genre on their approaches to similar themes and topics.,,CC.1.3.5.H,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,A,Literature Text,E05.A-V.4,Vocabulary Acquisition and Use,E05.A-V.4.1,Demonstrate understanding of vocabulary and figurative language in literature.,E05.A-V.4.1.1,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies (context clues such as cause/effect and comparisons; common Greek and Latin affixes and roots).",,CC.1.3.5.F|CC.1.3.5.I|CC.1.3.5.J,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,A,Literature Text,E05.A-V.4,Vocabulary Acquisition and Use,E05.A-V.4.1,Demonstrate understanding of vocabulary and figurative language in literature.,E05.A-V.4.1.2,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings (simile, metaphor, personification; idioms, adages, and proverbs; synonyms, antonyms, homographs).",,CC.1.3.5.F|CC.1.3.5.I|CC.1.3.5.J,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-K.1,Key Ideas and Details,E05.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E05.B-K.1.1.1,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences and/or making generalizations from the text.,,CC.1.2.5.A|CC.1.2.5.B|CC.1.2.5.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-K.1,Key Ideas and Details,E05.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E05.B-K.1.1.2,Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.,,CC.1.2.5.A|CC.1.2.5.B|CC.1.2.5.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-K.1,Key Ideas and Details,E05.B-K.1.1,Demonstrate understanding of key ideas and details in informational texts.,E05.B-K.1.1.3,"Explain the relationships or interactions between two or more individuals, events, ideas, steps, or concepts in a historical, scientific, or technical text based on specific information in the text.",,CC.1.2.5.A|CC.1.2.5.B|CC.1.2.5.C,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-C.2,Craft and Structure,E05.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E05.B-C.2.1.1,"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.",,CC.1.2.5.D|CC.1.2.5.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-C.2,Craft and Structure,E05.B-C.2.1,Demonstrate understanding of craft and structure in informational texts.,E05.B-C.2.1.2,"Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information and text features in two or more texts.",,CC.1.2.5.D|CC.1.2.5.E,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-C.3,Integration of Knowledge and Ideas,E05.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E05.B-C.3.1.1,"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).",,CC.1.2.5.G|CC.1.2.5.H|CC.1.2.5.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-C.3,Integration of Knowledge and Ideas,E05.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E05.B-C.3.1.2,Integrate information from several texts on the same topic in order to demonstrate subject knowledge.,,CC.1.2.5.G|CC.1.2.5.H|CC.1.2.5.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
ELA,5,B,Informational Text,E05.B-C.3,Integration of Knowledge and Ideas,E05.B-C.3.1,"Demonstrate understanding of connections within, between, and/or among informational texts.",E05.B-C.3.1.3,"Interpret text features (e.g., headings, graphics, charts) and/or make connections between text and the content of text features.",,CC.1.2.5.G|CC.1.2.5.H|CC.1.2.5.I,,ANCHOR_BLOCK,SOURCE_ANCHOR_LEVEL,PDE Grade 5 ELA Assessment Anchors and Eligible Content,2014,2017,
